freq_GHz,S21_real,S21_imag,S21_mag,S31_real,S31_imag,S31_mag
1.000000000000000048e-04,-8.816646991700000058e+01,0.000000000000000000e+00,8.816646991700000058e+01,-8.542675453500000060e+01,0.000000000000000000e+00,8.542675453500000060e+01
2.011991992000000326e-02,-9.828331335299999694e+01,0.000000000000000000e+00,9.828331335299999694e+01,-9.327605047299999796e+01,0.000000000000000000e+00,9.327605047299999796e+01
4.013983984000000366e-02,-8.899117508599999837e+01,0.000000000000000000e+00,8.899117508599999837e+01,-8.976310060599999474e+01,0.000000000000000000e+00,8.976310060599999474e+01
6.015975976000000058e-02,-9.485498535399999298e+01,0.000000000000000000e+00,9.485498535399999298e+01,-8.946009986599999309e+01,0.000000000000000000e+00,8.946009986599999309e+01
8.017967968000000445e-02,-9.849429931800000304e+01,0.000000000000000000e+00,9.849429931800000304e+01,-9.402362033100000360e+01,0.000000000000000000e+00,9.402362033100000360e+01
1.001995995999999944e-01,-9.964283621299999538e+01,0.000000000000000000e+00,9.964283621299999538e+01,-9.886562620700000537e+01,0.000000000000000000e+00,9.886562620700000537e+01
1.202195195199999983e-01,-9.900939163300000700e+01,0.000000000000000000e+00,9.900939163300000700e+01,-9.088650730199999828e+01,0.000000000000000000e+00,9.088650730199999828e+01
1.402394394400000022e-01,-9.527762252899999851e+01,0.000000000000000000e+00,9.527762252899999851e+01,-9.164127440800000102e+01,0.000000000000000000e+00,9.164127440800000102e+01
1.602593593600000199e-01,-9.482897857099999328e+01,0.000000000000000000e+00,9.482897857099999328e+01,-1.024766569899999951e+02,0.000000000000000000e+00,1.024766569899999951e+02
1.802792792800000099e-01,-9.922499834600000668e+01,0.000000000000000000e+00,9.922499834600000668e+01,-9.801965331399999570e+01,0.000000000000000000e+00,9.801965331399999570e+01
2.002991991999999999e-01,-9.482234294299999533e+01,0.000000000000000000e+00,9.482234294299999533e+01,-1.009959240200000039e+02,0.000000000000000000e+00,1.009959240200000039e+02
2.203191191200000176e-01,-9.241738789199999360e+01,0.000000000000000000e+00,9.241738789199999360e+01,-1.058381680199999977e+02,0.000000000000000000e+00,1.058381680199999977e+02
2.403390390399999799e-01,-9.211079720300000417e+01,0.000000000000000000e+00,9.211079720300000417e+01,-1.013773383099999990e+02,0.000000000000000000e+00,1.013773383099999990e+02
2.603589589599999976e-01,-8.352409842599999479e+01,0.000000000000000000e+00,8.352409842599999479e+01,-8.469009678599999802e+01,0.000000000000000000e+00,8.469009678599999802e+01
2.803788788800000154e-01,-8.997025102400000662e+01,0.000000000000000000e+00,8.997025102400000662e+01,-9.832366665399999306e+01,0.000000000000000000e+00,9.832366665399999306e+01
3.003987988000000331e-01,-8.672455589199999793e+01,0.000000000000000000e+00,8.672455589199999793e+01,-9.768903029899999524e+01,0.000000000000000000e+00,9.768903029899999524e+01
3.204187187200000508e-01,-1.050727797699999968e+02,0.000000000000000000e+00,1.050727797699999968e+02,-1.019980262299999936e+02,0.000000000000000000e+00,1.019980262299999936e+02
3.404386386400000131e-01,-9.615619779200000039e+01,0.000000000000000000e+00,9.615619779200000039e+01,-8.898423355100000265e+01,0.000000000000000000e+00,8.898423355100000265e+01
3.604585585599999753e-01,-8.564130660300000386e+01,0.000000000000000000e+00,8.564130660300000386e+01,-8.959010519699999975e+01,0.000000000000000000e+00,8.959010519699999975e+01
3.804784784799999930e-01,-9.155697969700000272e+01,0.000000000000000000e+00,9.155697969700000272e+01,-9.710042224900000463e+01,0.000000000000000000e+00,9.710042224900000463e+01
4.004983983999999553e-01,-1.144010167800000062e+02,0.000000000000000000e+00,1.144010167800000062e+02,-9.351541144700000530e+01,0.000000000000000000e+00,9.351541144700000530e+01
